No.,Sexo,Tipo_Empleo,Tiene_Vehiculo,Edad,Ciudad_Chile,Num_Entidades_Deuda,Tiene_Tarjeta,Saldo_Tarjeta_CLP,Saldo_Total_CLP,Variacion_Endeudamiento,Peor_Calificacion_36M,Peor_Calificacion_12M,Reportes_Central_36M,Reportes_Central_12M,Promedio_Saldo_CLP,Maximo_Saldo_CLP,Ingreso_CLP,Ratio_Saldo_Ingreso,ScoreRiesgo,RiesgoAlto
1,F,IND,1,37,SANTIAGO,2,0,0,15476638.5,-0.16454826725007,0,0,36,12,9172391.91,18524874.5,3570000,0.361266062995657,8.57,0
2,F,IND,0,44,SANTIAGO,4,1,2036506.5,11000844.5,0.209046900164791,0,0,36,12,6807461.3,9098774,4250000,0.215702829103866,14.52,1
3,F,IND,0,29,SANTIAGO,2,1,315052.5,1337288,-0.428390805015314,1,0,36,12,1939498.21,2339514.5,1700000,0.0655533301199348,7.04,0
4,F,IND,0,25,SANTIAGO,2,1,1408773,8404936,-0.239959584308007,0,0,36,12,10292293.51,11878554.5,2550000,0.274671102134931,8.12,0
5,F,DEP,0,53,SANTIAGO,4,1,4934165,7297564.5,-0.225548025587333,2,0,36,12,6562122.4,10509340.5,1275000,0.476964968825819,15.82,1
6,M,DEP,0,50,SANTIAGO,3,1,1311244,2707930,-0.0238239812990317,0,0,36,12,9150347.41,19191733.5,2380000,0.0948154728706067,10.55,0
7,M,IND,0,41,SANTIAGO,3,1,3736617,6037618,-0.0814190361283574,1,1,33,12,4900799.1,8207472.5,2550000,0.197307771329811,18.57,1
8,M,IND,0,31,SANTIAGO,1,0,0,733303.5,-0.324775072409048,1,0,28,12,790454.18,1710939.5,2210000,0.027650960495816,3.52,0
9,M,IND,0,33,SANTIAGO,3,1,10021109,10401297,-0.0659160457932037,0,0,36,12,6981230.2,11693875,2890000,0.299922050175258,11.6,1
10,F,DEP,0,24,SANTIAGO,1,0,0,543830,-0.287014925373134,0,0,34,12,598961.51,854250,1360000,0.0333229146248214,3.56,0
11,M,IND,0,26,SANTIAGO,2,1,2413473,8455494,-0.157878162198129,1,1,35,12,7703444,10040701.5,3825000,0.184215551542145,15.17,1
12,F,DEP,0,23,SANTIAGO,2,1,3675459.5,3675459.5,-0.0402086814929083,0,0,32,12,2022873.6,3967290,2550000,0.120113051630292,7.35,0
13,M,DEP,0,29,SANTIAGO,1,1,2574658.5,2783112.5,-0.101906862180384,2,0,29,11,2372312.77,3098913,1360000,0.170533843717289,4.27,0
14,F,IND,0,42,SANTIAGO,0,0,0,0,-1,0,0,33,9,944293.3,1651269.5,1700000,0,0,0
15,F,DEP,0,48,SANTIAGO,3,1,641716,2563982.5,-0.487891494265018,0,0,36,12,4363424,6436157.5,2125000,0.100548329390262,10.55,0
16,M,IND,0,46,SANTIAGO,3,0,0,2018410,0.448379713973401,1,0,36,12,1254188.6,1493008,1700000,0.0989416618165852,10.61,0
17,F,DEP,0,30,SANTIAGO,4,1,459620.5,1415947,0.0663789382822615,0,0,36,12,1406281.9,2363340,1360000,0.0867614530170678,13.85,1
19,F,DEP,0,32,SANTIAGO,1,1,400120.5,400120.5,-0.820771853442994,4,0,34,12,793635.9,2358427,1530000,0.02179305436857,3.46,0
20,F,DEP,0,25,SANTIAGO,3,1,3128527,15298376.5,-0.0275041192036736,1,1,36,12,15266268.6,16564791.5,1921000,0.663646357641577,20.95,1
21,F,DEP,0,35,SANTIAGO,3,1,3441709.5,3441709.5,-0.176595514047484,1,1,25,12,3704843.4,5959537,2125000,0.134968994707098,18.25,1
22,F,IND,0,29,SANTIAGO,3,1,3960685.5,4610349,0.14270244533444,0,0,36,12,3338324,4034601.5,2082500,0.184487747719578,11.02,0
23,F,IND,0,45,SANTIAGO,3,1,883328.5,2112037.5,-0.540189734430357,1,1,36,12,4063867,5806010,1275000,0.138041657644336,18.24,1
24,F,DEP,0,53,SANTIAGO,2,0,0,1909457,-0.582902072503429,1,0,36,12,3954000.5,6587950.5,1020000,0.156001376143678,7.49,0
25,F,IND,0,40,SANTIAGO,3,0,0,14741269.5,0.178341668502057,1,0,35,12,9260415.1,14742553,7480000,0.1642298277158,10.92,0
26,F,DEP,0,28,SANTIAGO,2,1,1820623.5,1820623.5,-0.304366888810944,1,1,29,12,1170539.5,2617218,2125000,0.0713969972001178,14.58,1
27,M,DEP,0,35,SANTIAGO,0,0,0,0,-1,3,0,24,5,300638.71,517981.5,790500,0,0,0
28,M,IND,1,26,SANTIAGO,2,1,5667196.5,5667196.5,-0.204321220883334,0,0,28,12,7112534.2,8166349.5,2210000,0.213695184249804,7.81,0
29,F,DEP,0,25,SANTIAGO,2,1,1836195.5,1836195.5,-0.0374126699789859,4,0,16,6,539310.21,3563565.5,2550000,0.0600063869278959,7.04,0
31,M,IND,0,24,SANTIAGO,1,0,0,467542.5,-0.619078994485426,0,0,26,12,1318584.01,1780282.5,2507500,0.0155381350768317,3.44,0
32,M,DEP,0,29,SANTIAGO,2,1,2052988,3585614.5,-0.0814226415341404,0,0,33,12,3026045.9,5193058,3315000,0.0901361088452461,7.19,0
33,M,IND,1,40,SANTIAGO,0,0,0,0,-0.949965646908258,1,1,32,9,6001292.91,11715830.5,2975000,0,7.5,0
34,F,IND,0,59,SANTIAGO,1,0,0,543405,-0.329484708173526,4,0,20,8,806752,1283185.5,1343000,0.0337183523381514,3.55,0
35,M,IND,1,35,SANTIAGO,3,1,3232261,5272261,-0.0634723631444171,1,0,32,12,2720359.8,5629584,2805000,0.156632823629447,10.87,0
36,F,DEP,0,48,SANTIAGO,1,1,39610,769224.5,-0.409730267178706,2,0,22,11,1581028.64,1863659,1530000,0.0418967569773008,3.59,0
37,F,IND,0,61,SANTIAGO,4,1,9071404,14860524.5,0.110132043902455,0,0,36,12,8420069.4,13386267.5,1275000,0.971276047629017,18.37,1
38,F,DEP,0,48,SANTIAGO,3,1,1358759,2528546,-0.461961642174115,1,0,36,12,4862240.8,7064086.5,2550000,0.0826322195218229,10.46,0
39,M,IND,0,24,SANTIAGO,1,0,0,10901785.5,-0.059638942617666,0,0,29,12,4604253.9,12128820,3145000,0.288865532886446,4.87,0
40,F,IND,0,23,SANTIAGO,2,0,0,8231060,-0.0331535803896326,0,0,18,12,5759555.8,10352728,8330000,0.0823435365912011,7.16,0
41,M,DEP,0,68,SANTIAGO,2,0,0,4160758.5,-0.199366122443046,0,0,36,12,4625679.6,7015866,1530000,0.226620820990151,7.88,0
42,M,IND,0,66,SANTIAGO,2,1,249398.5,4188026.5,-0.0244641778780949,0,0,24,12,2831665.6,4293052.5,1190000,0.293279146128911,8.23,0
43,M,IND,0,35,SANTIAGO,3,1,1299157,1455591,-0.0508145041454303,4,0,36,12,1402433.7,1836178.5,2125000,0.0570819977614903,10.36,0
44,F,DEP,0,33,SANTIAGO,3,1,4188332.5,8446237.5,-0.153850111714912,2,0,36,12,5461327.6,12059715,1020000,0.690052026956534,13.58,1
45,F,IND,0,26,SANTIAGO,2,0,0,5045226,-0.490680446287669,0,0,33,12,8921091.28,14623527.5,6800000,0.0618287492422947,7.02,0
46,F,IND,0,41,SANTIAGO,2,1,684947,777359,-0.669893590909747,1,1,33,12,1532539.8,2354874,1445000,0.0448303895714885,14.42,1
47,F,IND,0,40,SANTIAGO,2,1,2458565.5,4462559.5,-0.0423240147862903,1,0,28,11,2885620.2,5125423.5,2210000,0.168271468013896,7.59,0
48,M,IND,0,40,SANTIAGO,3,1,5266175,7314292.5,-0.0457881852435626,0,0,36,12,4620736,8423483,4250000,0.143417497187892,10.8,0
49,M,IND,0,61,SANTIAGO,2,1,738692.5,1446020,-0.242035437184929,1,1,36,12,1709096.1,2220633.5,1700000,0.0708833298586603,14.58,1
50,M,DEP,0,59,SANTIAGO,1,1,273513,273513,-0.0500570503146969,4,0,9,8,180228.9,461873,1105000,0.0206269215213483,3.51,0
51,F,IND,0,53,SANTIAGO,3,0,0,16366019,0.392661204750955,1,0,36,12,8968019.01,11751615.5,1275000,1.06967437453109,15.55,1
52,M,IND,0,29,SANTIAGO,2,1,1064599.5,3380790,-0.405497575310493,0,0,34,12,4913234.6,8434482,2609500,0.107964165933315,7.26,0
53,F,IND,0,40,SANTIAGO,0,0,0,0,-0.632902740164566,0,0,32,11,1231155.3,1964809,1105000,0,0.03,0
54,F,IND,0,24,SANTIAGO,4,0,0,3557896,0.0808401717923154,3,0,36,12,2561495.91,4433260,1742500,0.170152837391065,14.28,1
55,M,IND,0,28,SANTIAGO,3,1,632323.5,12903680,0.219088721184764,0,0,36,12,4081259.11,10930957.5,3060000,0.351407397837489,11.88,1
56,F,DEP,1,36,SANTIAGO,2,1,802230,8056334,-0.144849048007598,1,0,33,12,5227228,9906775.5,2550000,0.263278880285004,8.07,0
57,F,DEP,0,56,SANTIAGO,1,0,0,1045202.5,-0.603448275862069,1,1,27,12,2309943,2887008,1105000,0.0788237120042449,11.26,1
58,M,DEP,1,27,SANTIAGO,2,1,1315885,1315885,0.303794909801411,0,0,31,12,596114.01,1009273,1700000,0.0645041635046979,7.09,0
59,M,IND,0,65,SANTIAGO,3,0,0,3140019,-0.348777680855587,1,1,36,12,3926744.4,5797892.5,1275000,0.205229986586275,18.59,1
60,M,DEP,0,25,SANTIAGO,2,1,229270.5,696770.5,0.518018518518519,0,0,7,7,154872.12,459000,1666000,0.034852464243074,6.96,0
61,M,IND,1,42,SANTIAGO,2,0,0,2173764.5,-0.173809424155955,1,0,36,12,1476762.2,3452436.5,2720000,0.0665981750429481,7.07,0
62,M,DEP,0,35,SANTIAGO,1,0,0,2420264.5,-0.0643844832775624,4,0,23,5,378958.9,2880531,2040000,0.0988670098502038,3.91,0
63,M,IND,0,51,SANTIAGO,1,0,0,501041,-0.326547308411054,0,0,8,8,289235.11,987028.5,2125000,0.0196486658961307,3.48,0
64,M,IND,0,27,SANTIAGO,1,0,0,3400000,0.196258104648659,1,1,36,12,1519188.51,2842196,2125000,0.133333328104575,11.6,1
65,F,IND,0,36,SANTIAGO,2,0,0,2746358.5,0.578546328663309,1,0,22,5,364691.22,1852881,2720000,0.084140882838821,7.21,0
66,M,DEP,0,47,SANTIAGO,1,0,0,1282981.5,-0.247554811114767,4,0,22,7,1318262.88,1705083,2465000,0.0433732743957649,3.61,0
67,M,DEP,0,37,SANTIAGO,2,1,2755810.5,3646015.5,0.108626206340427,0,0,29,12,2821581.8,3288769,1700000,0.17872624123891,7.66,0
68,M,IND,1,61,SANTIAGO,1,0,0,10940265,-0.133242913286688,2,0,36,12,7348202.91,15122384,3400000,0.268143743427849,4.76,0
69,F,IND,0,41,SANTIAGO,3,0,0,11227667,0.133723170780902,0,0,36,12,6122532.4,9903358.5,3400000,0.275187909921865,11.49,1
70,F,DEP,0,29,SANTIAGO,1,0,0,1169005,0.961259079903148,0,0,7,7,386159.25,702100,1105000,0.0881602497616705,3.93,0
71,F,IND,0,42,SANTIAGO,2,0,0,1796492,2.01931428571429,4,0,19,7,362539.88,595000,2380000,0.0629023787499167,7.21,0
72,F,IND,0,34,SANTIAGO,1,1,2393175,2393175,-0.0286166666666667,0,0,29,12,665659.31,2550000,2040000,0.0977604126731858,3.9,0
73,F,IND,0,43,SANTIAGO,1,0,0,1548555.5,0.285504922385352,0,0,15,7,856295.1,1293377,2125000,0.0607276642851896,3.74,0
74,F,DEP,0,33,SANTIAGO,0,0,0,0,0,3,,15,0,0,0,1802000,0,0.07,0
75,F,IND,0,32,SANTIAGO,2,0,0,1463470.5,0.686251273211627,0,0,20,9,107934.7,867884,2465000,0.0494749983274172,7.04,0
76,F,IND,0,26,SANTIAGO,1,0,0,291694.5,-0.584961586183559,0,0,17,12,971015.69,1356413,2380000,0.0102133924995311,3.42,0
77,M,DEP,0,50,SANTIAGO,4,0,0,7875173.5,-0.0859263519928771,3,0,34,12,5170804.4,10787732.5,1275000,0.514717188580576,16.02,1
78,F,DEP,0,25,SANTIAGO,3,0,0,10180416,-0.489117724125279,0,0,29,12,12351044.51,24881123.5,2975000,0.285165706297879,11.49,1
79,M,IND,1,31,SANTIAGO,0,0,0,0,-0.954716689377905,1,1,33,11,2552697.9,4397602.5,3400000,0,7.5,0
80,M,IND,0,29,SANTIAGO,1,0,0,1239155.5,-0.201094145871169,0,0,18,12,1004519.8,1895542.5,2074000,0.0497892739557508,3.65,0
81,M,DEP,0,49,SANTIAGO,0,0,0,0,0,2,,10,0,0,0,1360000,0,0.07,0
82,F,IND,0,28,SANTIAGO,1,0,0,2999097.5,0.298246300280331,0,0,36,12,2031341.9,2607630,850000,0.294029137840281,4.93,0
83,M,DEP,0,41,SANTIAGO,4,1,4379846,10890701.5,-0.193915830144761,1,1,36,12,6930222.21,16107916.5,1700000,0.533857890497162,23.61,1
84,M,DEP,0,23,SANTIAGO,1,0,0,2196145,0.201150661711976,0,0,34,12,1736866.2,2607630,1530000,0.119615734225722,4.03,0
85,F,IND,0,36,VALPARAISO,0,0,0,0,-1,4,0,5,3,438631.11,602692.5,1530000,0,0,0
86,F,IND,0,42,SANTIAGO,1,0,0,1518134,0.88103,0,0,16,9,456407.5,850000,6800000,0.018604583105336,3.57,0
87,M,IND,0,64,SANTIAGO,2,1,1387897,2670419.5,-0.390965867165689,0,0,28,12,2982480.51,5586922.5,2125000,0.104722329226575,7.24,0
88,M,DEP,0,32,SANTIAGO,1,0,0,553010,-0.489873297358975,0,0,22,12,1154198,1430278,1615000,0.0285350862468996,3.52,0
89,F,IND,1,42,SANTIAGO,2,0,0,4321740,4.70015015015015,0,0,11,11,752727.02,849150,2873000,0.12535502594979,7.72,0
90,M,DEP,0,41,SANTIAGO,2,0,0,1385738,-0.498904561554019,0,0,35,12,2228407.6,4240539.5,2975000,0.0388161893889023,6.9,0
91,M,DEP,1,47,SANTIAGO,4,1,314908,7597657,-0.065488387000767,4,0,29,12,5004290.51,8168066.5,1700000,0.372434148410091,15.3,1
92,M,DEP,0,46,SANTIAGO,3,1,9893124.5,9893124.5,-0.370778055294258,1,1,36,12,10974772.7,15722790,2125000,0.387965651452327,19.52,1
93,M,IND,0,39,SANTIAGO,2,0,0,2797928,-0.317071016270244,0,0,20,12,2930271.3,5003797,2040000,0.114294439775554,7.3,0
94,M,DEP,0,35,SANTIAGO,1,0,0,306000,0.0909090909090909,0,0,8,8,222700,280500,1020000,0.0249999979575165,3.54,0
95,F,IND,1,31,SANTIAGO,4,1,10373349,11083600.5,-0.0223572968949789,1,0,32,12,8100202.5,13361745,3400000,0.271656868341743,14.79,1
96,F,DEP,0,34,SANTIAGO,4,1,3092393.5,5556696.5,-0.160350002784759,1,1,36,12,5911368.6,7172971.5,3145000,0.14723625735993,21.65,1
97,M,IND,0,40,SANTIAGO,3,0,0,14238256.5,0.1359122943001,0,0,18,12,8152765.9,13313023,2295000,0.517002759004983,12.72,1
98,M,IND,0,52,SANTIAGO,3,0,0,15589484.5,0.000325783020019207,1,0,36,12,11809152.51,16019865,2550000,0.50946026112875,12.67,1
99,M,DEP,0,42,SANTIAGO,2,1,249662,3815548,-0.256513411612007,4,0,24,12,2448494.1,5920131,2125000,0.149629327465517,7.48,0
100,M,IND,0,37,SANTIAGO,0,0,0,0,-1,0,0,21,9,1048299.99,1700000,1615000,0,0,0
101,M,DEP,1,26,SANTIAGO,1,1,787040.5,787040.5,-0.188290540463057,1,1,14,12,1430280.3,1482451,1275000,0.051440552193428,11.15,0
102,F,IND,0,47,SANTIAGO,0,0,0,0,-0.956469178875758,1,1,34,10,2554375.8,3888291,1385500,0,7.5,0
103,M,DEP,0,57,SANTIAGO,2,1,477394,3027394,-0.435234502425365,0,0,36,12,4318932.7,5612660.5,1700000,0.148401659392076,7.46,0
104,F,IND,0,37,SANTIAGO,3,0,0,8997955.5,-0.0277023811728482,1,0,36,12,5088483.01,10556583.5,1445000,0.518913205368327,12.72,1
105,M,IND,0,38,SANTIAGO,3,1,71825,8794457,-0.142911707803435,0,0,29,12,6133324,13307863.5,4250000,0.17244032995215,10.94,0
106,M,DEP,0,27,SANTIAGO,3,1,1608752.5,8961745.5,0.0126785210372414,0,0,29,12,5886396.2,9729210.5,2125000,0.351440986218001,11.87,1
107,F,IND,0,58,SANTIAGO,1,0,0,11131056,-0.122455301550237,0,0,28,7,7868917.5,13774471,2550000,0.363759988112419,5.25,0
108,F,IND,0,34,SANTIAGO,2,1,1516408.5,17263568,0.372922703967046,0,0,32,12,3867572.5,13870886.5,3060000,0.470140727937344,9.16,0
109,F,IND,0,43,SANTIAGO,1,1,116450,1326119,-0.416288353969424,1,1,36,12,3341346.6,4532956.5,5950000,0.0185730949779679,10.97,0
110,F,IND,0,42,SANTIAGO,1,0,0,7017124,-0.0499788216964562,0,0,34,12,6611324.9,8609046.5,1530000,0.382196275479506,5.35,0
111,F,IND,0,41,SANTIAGO,2,0,0,1975859,-0.217207152797836,2,0,15,12,2065937.75,3237055,1955000,0.0842224601780708,7.15,0
112,M,IND,0,46,SANTIAGO,3,0,0,3620915,-0.250822488540804,2,0,36,12,2916527.9,4888214,2805000,0.107573229127355,10.6,0
113,M,IND,0,58,SANTIAGO,2,1,7246879,11156029,-0.223494803904269,0,0,36,12,10192077.4,14644072,2448000,0.379766769479617,8.66,0
114,M,IND,0,23,SANTIAGO,2,0,0,8721960.5,-0.214714229363531,1,0,33,12,7497000.51,12175017.5,1785000,0.407187679403003,8.8,0
115,M,DEP,0,40,SANTIAGO,0,0,0,0,-1,0,0,33,9,7437700.6,12693016,2125000,0,0,0
116,M,DEP,0,30,SANTIAGO,2,0,0,4002743.5,-0.377888809687123,1,1,31,12,6505740.2,7584006,1105000,0.301866002875867,15.75,1
117,F,IND,0,52,SANTIAGO,4,0,0,2256435.5,-0.258252811479907,0,0,36,12,2434419.8,3392919.5,1615000,0.116431134343079,13.98,1
118,M,IND,0,37,SANTIAGO,2,0,0,1838176,-0.30128701692564,1,0,36,12,2252443.9,3357687,1530000,0.100118513065441,7.23,0
119,F,IND,0,46,SANTIAGO,2,0,0,3605266.5,0.105133084742138,1,0,23,12,2030149.01,4292321.5,1955000,0.15367716736244,7.53,0
120,M,IND,0,31,SANTIAGO,1,0,0,1720536,-0.379363111951784,1,0,29,12,2218533.4,2893978,3825000,0.0374844436277899,3.57,0
121,M,IND,0,60,SANTIAGO,3,1,223516,2792097,-0.200979760441084,0,0,36,12,3485194.9,4880887,3825000,0.0608299986747277,10.37,0
122,M,IND,0,40,SANTIAGO,3,0,0,9125591.5,0.319606103577723,1,1,36,12,4282865.5,7204889,2295000,0.331357704017513,19.29,1
123,F,IND,0,47,SANTIAGO,2,1,1750260.5,1750260.5,0.1641790200934,4,0,29,11,961183.91,1503429,2040000,0.0714975665237922,7.12,0
124,F,IND,0,33,SANTIAGO,1,0,0,4449282.5,-0.390213237424109,1,0,22,12,6335179.2,8538768.5,2975000,0.124629758413732,4.01,0
125,F,IND,0,57,SANTIAGO,2,1,5782116.5,6209343.5,0.00649814930266422,0,0,36,12,5561124.4,7798682,5950000,0.0869655940200897,7.18,0
126,F,IND,0,55,SANTIAGO,2,1,217804,2048075,-0.417879105018708,0,0,27,12,2668619.71,3727921.5,2380000,0.0717113070129094,7.07,0
127,M,IND,0,65,SANTIAGO,2,0,0,17854479.5,0.648070632708191,0,0,36,12,4339901.1,10833564.5,1360000,1.09402441213086,12.36,1
128,M,IND,0,39,SANTIAGO,1,1,721403.5,721403.5,-0.467408866832638,0,0,34,11,1294928.84,2062202,2975000,0.0202073803863479,3.48,0
129,M,DEP,0,33,SANTIAGO,4,1,2983457.5,12037062.5,0.0923906587243916,4,0,34,12,9928572.9,11019009,1530000,0.655613390217136,16.76,1
130,M,DEP,0,39,SANTIAGO,1,0,0,4669432.5,0,0,0,19,7,3644138.7,4675000,1445000,0.269286749176081,4.78,0
131,F,DEP,0,45,SANTIAGO,3,1,2093796.5,3219060.5,-0.0995513358105844,0,0,36,12,3250669.11,3881856.5,850000,0.315594135726065,11.67,1
132,M,IND,1,37,SANTIAGO,2,1,3216221.5,17952093.5,-0.228479716510835,0,0,36,12,19653662.01,27306581.5,5100000,0.293334856318058,8.22,0
133,F,DEP,0,46,SANTIAGO,3,1,1728432.5,3013479.5,-0.246186055378324,0,0,36,12,4366123,5038451.5,1020000,0.246199285441235,11.31,1
134,F,DEP,0,55,SANTIAGO,2,0,0,4690555,-0.0179755165669806,0,0,36,12,3498549,4776413.5,1700000,0.22992915539563,7.91,0
135,F,IND,1,55,SANTIAGO,4,1,3611794.5,6409824.5,-0.00260925126246431,1,1,36,12,6043652.4,7157034,2465000,0.216694532904174,22.01,1
136,F,DEP,0,40,SANTIAGO,4,1,1017305.5,10128608.5,-0.0904940835605951,0,0,36,12,6933408.6,11136385.5,2550000,0.331000266960776,15.09,1
137,M,IND,1,33,SANTIAGO,2,0,0,4401640,-0.474567614893094,0,0,35,12,7374549.51,11067680,2380000,0.154119042222723,7.49,0
138,F,DEP,1,53,SANTIAGO,1,0,0,174360.5,-0.70369,0,0,25,12,887478.71,1700000,1275000,0.0113961103662673,3.41,0
139,F,IND,0,25,SANTIAGO,2,0,0,10031564,-0.147207852500332,0,0,27,7,6303032.62,12816300,3230000,0.258812274024451,8.05,0
140,M,IND,0,34,SANTIAGO,1,1,2245742.5,2245742.5,-0.50647730582379,1,1,23,11,3468717.4,6391430.5,3825000,0.0489268507859074,11.12,0
141,F,IND,0,29,SANTIAGO,3,1,12168617,12850614.5,-0.059408982346326,1,0,36,12,14203722.1,16545309.5,3017500,0.354891304753071,11.88,1
142,M,DEP,0,43,SANTIAGO,1,1,424362.5,424362.5,0.0291328969243558,0,0,8,8,324759.5,654432,1190000,0.0297172598237213,3.56,0
143,M,IND,0,39,SANTIAGO,1,0,0,3895575.5,-0.48889992865043,0,0,36,12,5625581.01,8315397,3145000,0.10322139366133,3.9,0
144,F,IND,0,34,SANTIAGO,1,0,0,1388424,-0.534463421600914,1,1,17,12,2885978.22,4047088,1275000,0.0907466607355124,11.33,1
145,M,IND,0,52,SANTIAGO,0,0,0,0,0,4,,1,0,0,0,2040000,0,0.07,0
146,M,DEP,0,39,SANTIAGO,0,0,0,0,-0.897312560856865,0,0,14,11,515318.11,872950,850000,0,0.01,0
147,F,DEP,1,42,SANTIAGO,1,0,0,2798591,-0.25200090932608,4,0,19,10,3988924.88,4337278,790500,0.295023266390126,4.89,0
148,F,IND,0,34,SANTIAGO,3,1,10040735.5,11373501.5,0.0484906172961014,0,0,36,12,7453915.71,12609078.5,2550000,0.371683043409051,11.97,1
149,M,IND,0,27,SANTIAGO,1,0,0,2202010,-0.612639389827654,0,0,17,12,6134352.5,11507699.5,4335000,0.0423300645457504,3.58,0
150,F,IND,0,24,SANTIAGO,1,0,0,2708975.5,-0.421863250156795,0,0,36,12,4072856.6,5448211,1530000,0.147547677148819,4.13,0
151,M,IND,0,58,SANTIAGO,1,0,0,997441,-0.525166666666667,0,0,9,9,1760163,2550000,2720000,0.0305588532304273,3.52,0
152,F,IND,0,40,SANTIAGO,2,0,0,923448.5,-0.115097588394696,0,0,25,12,2518945.5,4181260.5,1997500,0.0385251756977398,6.93,0
153,F,IND,0,26,SANTIAGO,2,0,0,7080321.5,-0.0380027055641757,1,0,31,12,3193414.64,8036401.5,2422500,0.243561102732676,7.98,0
154,M,DEP,0,42,SANTIAGO,1,0,0,852541.5,1,0,0,1,1,0,0,1360000,0.0522390592990773,3.75,0
155,F,IND,0,49,SANTIAGO,1,0,0,2370667,0.5,0,0,11,11,1376023.52,1700000,1360000,0.145261449432509,4.18,0
156,M,IND,0,26,SANTIAGO,2,0,0,6012560,0.236770270464532,0,0,33,12,3768605.3,5321603.5,2550000,0.196488882467684,7.76,0
157,M,DEP,0,30,SANTIAGO,1,1,1243040,1243040,-0.625333992883731,1,1,28,12,3143169.1,4450506.5,1700000,0.0609333303464054,11.17,0
158,F,IND,0,31,SANTIAGO,1,0,0,939709,-0.368936353410085,4,0,23,12,1574547.65,1836178.5,2040000,0.0383868039874672,3.58,0
159,F,IND,0,35,SANTIAGO,2,0,0,2264043,-0.14918450658336,0,0,15,12,2193157.25,2661027,3400000,0.0554912486399204,7.01,0
160,M,IND,1,41,SANTIAGO,2,0,0,5581321,-0.594056369897313,1,1,36,12,6388647,13749005,2890000,0.160937740457389,15.02,1
161,F,IND,0,46,SANTIAGO,2,1,7953093,7953093,0.172120431642019,1,0,36,12,3894471.01,6956876,2550000,0.259904991506373,8.08,0
162,M,IND,0,40,SANTIAGO,2,0,0,2474086.5,-0.209837485940487,4,0,24,12,3161651.5,4277353,850000,0.242557476219855,7.96,0
163,M,IND,0,28,SANTIAGO,1,0,0,727965.5,1,0,0,2,2,0,0,2550000,0.0237897214447803,3.6,0
164,F,IND,0,33,SANTIAGO,2,1,374178.5,722789,-0.719426792161365,0,0,36,12,3158730.3,5271351.5,2550000,0.023620554783642,6.81,0
165,F,IND,0,35,SANTIAGO,1,0,0,1459883.5,-0.200852616015071,0,0,14,8,1194452.38,2265029,2210000,0.0550483953601661,3.67,0
166,M,DEP,0,25,SANTIAGO,1,0,0,964469.5,-0.211956090988349,0,0,11,11,1207308.12,1286934,1700000,0.0472779143491218,3.63,0
167,F,IND,0,37,SANTIAGO,3,1,660152.5,9192070,-0.159682503595432,0,0,36,12,9655813,13309946,3910000,0.195909416114463,11.06,0
168,M,IND,0,26,SANTIAGO,2,0,0,19307750,-0.0675126582642229,1,0,34,12,10997579.82,20705643,3825000,0.420648138983701,8.88,0
169,M,IND,0,55,SANTIAGO,2,1,789267.5,5439915,-0.218365398198788,0,0,28,12,4807589.2,8002554.5,9052500,0.0500774643277413,6.98,0
170,F,IND,0,69,SANTIAGO,1,0,0,827058.5,-0.350320686383125,0,0,8,8,1484037.1,1710939.5,1955000,0.035253984004519,3.56,0
171,F,IND,1,57,SANTIAGO,1,0,0,8499923.5,-0.174480144830507,0,0,27,12,7328358.72,10296449.5,3400000,0.20833145322717,4.46,0
172,M,DEP,0,35,SANTIAGO,1,0,0,1077910.5,1,0,0,2,2,0,0,1700000,0.0528387474098653,3.75,0
173,F,IND,0,57,SANTIAGO,4,1,1279853.5,4412256.5,-0.184987180272221,1,1,29,12,3745795.3,5413726.5,3910000,0.0940378603146236,21.37,1
174,M,IND,0,41,SANTIAGO,1,0,0,6241218.5,-0.175387666001078,0,0,14,10,4487006.26,8581872,2499000,0.208123859272914,4.45,0
175,M,IND,0,26,SANTIAGO,2,0,0,2055351,-0.686717685126289,1,1,36,12,7447294.21,10757217.5,1530000,0.111947216124879,14.76,1
176,F,IND,0,50,SANTIAGO,3,1,2693089,7127428.5,0.0576315952115778,1,0,36,12,2526538.3,6739046.5,2541500,0.233701497353876,11.27,1
177,M,DEP,0,31,SANTIAGO,1,0,0,1676157.5,-0.194348006442764,4,0,20,11,1347076.68,2274489.5,1360000,0.102705722873424,3.92,0
178,F,DEP,1,33,SANTIAGO,4,1,2853688,16267232,0.0675716909908689,0,0,36,12,9735022.2,15237601.5,3060000,0.443007395342936,15.67,1
179,M,IND,0,65,SANTIAGO,1,0,0,2019251.5,-0.0717964463646698,0,0,33,12,1864784.91,2325421.5,1530000,0.109981012528267,3.96,0
180,M,DEP,0,23,SANTIAGO,1,0,0,586661.5,0.4,0,0,7,7,531509.25,850000,1190000,0.0410827352182959,3.64,0
181,F,IND,0,30,SANTIAGO,1,0,0,597040,1,0,0,3,3,0,0,3400000,0.0146333329746732,3.55,0
182,M,IND,0,26,SANTIAGO,0,0,0,0,-1,1,,24,0,2566773.9,10565627.5,2465000,0,0,0
183,F,IND,1,40,SANTIAGO,4,0,0,38953757.5,0.10310351102527,0,0,36,12,25128070.6,35312876,2550000,1.27299856950985,19.9,1
184,M,IND,0,24,SANTIAGO,0,0,0,0,-1,1,1,29,5,1139896.32,2125000,1487500,0,7.5,0
