No.,Sexo,Tipo_Empleo,Tiene_Vehiculo,Edad,Ciudad_Chile,Num_Entidades_Deuda,Tiene_Tarjeta,Saldo_Tarjeta_CLP,Saldo_Total_CLP,Variacion_Endeudamiento,Peor_Calificacion_36M,Peor_Calificacion_12M,Reportes_Central_36M,Reportes_Central_12M,Promedio_Saldo_CLP,Maximo_Saldo_CLP,Ingreso_CLP,Ratio_Saldo_Ingreso,ScoreRiesgo,RiesgoAlto
3243,M,DEP,0,38,SANTIAGO,0,0,0,0,0,0,,12,0,0,0,1011500,0,0.07,0
3244,M,DEP,0,62,SANTIAGO,1,0,0,1941408.5,-0.778690083299116,4,1,36,12,10476036.31,17119569.5,948600,0.170550313571727,11.72,1
3245,F,IND,0,33,SANTIAGO,1,0,0,931608.5,-0.18683365112811,2,0,17,7,640257.4,1145655.5,1079500,0.0719166611149713,3.76,0
3246,F,IND,0,37,SANTIAGO,3,1,600431.5,3742269.5,-0.163094384389968,0,0,36,12,3660635.5,4800502.5,2210000,0.141111212627782,10.78,0
3247,F,DEP,0,49,SANTIAGO,1,1,19380,19380,-0.931738570701476,4,0,36,12,128939.9,283908.5,751400,0.00214932102859983,3.35,0
3248,F,IND,0,33,SANTIAGO,1,1,225726,225726,-0.625882253497316,0,0,7,7,483851.87,603355.5,2507500,0.00750169466594567,3.4,0
3249,M,IND,0,27,SANTIAGO,2,0,0,3149411.5,-0.473271344430164,0,0,22,12,6050661.5,8114839.5,1700000,0.154382909098877,7.49,0
3250,F,DEP,0,42,SANTIAGO,1,1,432140,432140,-0.445377969762419,0,0,11,11,421903.88,787100,1428000,0.0252182524966006,3.5,0
3251,F,IND,0,50,SANTIAGO,0,0,0,0,-0.169690559698881,1,0,34,11,991156.61,2185979,1020000,0,0.06,0
3252,F,DEP,0,27,SANTIAGO,1,1,255289,255289,0.257898647063424,4,0,20,7,308539.8,434758,1428000,0.0148978165909304,3.5,0
3253,F,DEP,0,32,SANTIAGO,0,0,0,0,-0.771261111111111,4,0,35,11,716008.8,1530000,1020000,0,0.02,0
3254,F,IND,0,52,SANTIAGO,1,0,0,1700000,1.03402931036236,0,0,29,12,475745.51,835779.5,935000,0.151515138011129,4.25,0
3255,F,IND,0,37,SANTIAGO,3,0,0,4549591,-0.252235883227834,1,0,36,12,3560685.7,6497935.5,2550000,0.148679439585639,10.81,0
3256,F,IND,0,48,CONCEPCION,1,0,0,170229.5,-0.790421178430449,1,1,20,12,1672223.1,2347105,2040000,0.0069538191603832,10.88,0
3257,F,IND,0,32,SANTIAGO,2,1,1476900.5,3123478,-0.509779265606533,0,0,24,12,5643576.7,10126016,8925000,0.0291641267118195,6.85,0
3258,F,IND,0,48,SANTIAGO,2,0,0,805434.5,-0.202016317576573,4,0,23,10,1525071.19,1945080.5,1275000,0.0526427743370736,6.99,0
3259,F,IND,1,31,SANTIAGO,1,0,0,3300439.5,0.0672561555503026,0,0,32,12,2092561.11,3092453,1232500,0.223153433187733,4.55,0
3260,M,IND,0,33,SANTIAGO,2,1,6281491.5,14006062,-0.00931481153033341,0,0,36,12,9593007.01,14137752.5,4547500,0.256662300592591,8.05,0
3261,F,DEP,0,40,SANTIAGO,2,0,0,3525630,0.468201490940807,0,0,15,12,1511592.91,2582597.5,1275000,0.230433318272332,7.95,0
3262,M,IND,0,36,VALPARAISO,1,1,1113483,1113483,-0.612733736442775,0,0,36,12,3176646.6,4987562,2125000,0.0436659982876079,3.58,0
3263,F,DEP,0,32,SANTIAGO,2,0,0,1447040,-0.0933673684654656,0,0,9,9,1820078.06,2014585,1428000,0.0844444395165476,7.16,0
3264,F,IND,0,39,SANTIAGO,1,0,0,2623159.5,-0.741693047383939,1,1,36,12,10213001,16437827,2550000,0.0857241638652234,11.29,1
3265,F,IND,1,53,SANTIAGO,1,0,0,1577702,-0.485074525521814,0,0,23,12,2305251.51,4381418.5,1627750,0.0807711011738544,3.78,0
3266,F,IND,0,26,SANTIAGO,2,1,716575.5,1959547.5,-0.418269900208865,0,0,28,12,2842895.8,4395180,2805000,0.0582159073613812,7.01,0
3267,F,IND,0,46,VALPARAISO,1,0,0,723902.5,-0.588959700093721,0,0,16,12,2080167,2720850,2550000,0.0236569436713417,3.48,0
3268,M,IND,1,50,SANTIAGO,4,1,6616799.5,6915957,-0.251512604249944,0,0,35,12,4647297.31,9919729.5,1870000,0.308197713538426,14.96,1
3269,F,IND,0,56,SANTIAGO,4,0,0,9577902,0.0153609097421526,0,0,30,12,4722353.5,9433002.5,1844500,0.432723482753976,15.61,1
3270,F,IND,1,44,SANTIAGO,1,0,0,1044811.5,-0.668135,1,1,35,12,3340776.5,5100000,3400000,0.0256081243723499,10.99,0
3271,F,DEP,1,48,SANTIAGO,2,0,0,919241,0.0269555555555556,4,0,34,12,1205352.7,2295000,1870000,0.0409643921138863,6.95,0
3272,F,DEP,0,27,SANTIAGO,2,1,399126,2673964,-0.132614959878582,1,0,32,12,2439570.21,3589915.5,1117750,0.199356132158642,7.75,0
3273,F,IND,0,30,SANTIAGO,2,1,1452505.5,3822169.5,-0.046618,0,0,24,12,2183160.91,4250000,765000,0.4163582879784,8.86,0
3274,M,DEP,0,27,SANTIAGO,2,0,0,6102226.5,-0.0552634003471919,3,0,31,12,3638411.4,7011684,1331950,0.381785234569288,8.68,0
3275,M,DEP,1,34,SANTIAGO,2,0,0,1082577,-0.436353254663114,4,0,23,12,2121759.8,2902835,2040000,0.044222914860175,6.93,0
3276,M,IND,1,40,SANTIAGO,2,0,0,5065804.5,0.275290094868597,3,0,29,12,2010783.46,4320397,1997500,0.2113393528853,7.84,0
3277,F,IND,0,36,SANTIAGO,1,0,0,824984.5,-0.392710010472267,0,0,9,9,1580358.25,1842485.5,1062500,0.0647046615917913,3.71,0
3278,M,IND,1,51,SANTIAGO,1,1,705619,705619,-0.589691793203181,2,0,36,12,1147824.7,1880880,2252500,0.026105030480761,3.5,0
3279,M,IND,0,27,SANTIAGO,4,0,0,10879158.5,-0.23974587286479,0,0,30,12,8104879.71,16610190,2295000,0.395031158495601,15.4,1
3280,M,IND,0,24,VALDIVIA,0,0,0,0,-1,1,1,31,8,1403915.25,3121999,2380000,0,7.5,0
3281,M,IND,0,43,SANTIAGO,3,1,4380985,9255956,-0.107456214132168,2,1,36,12,4837625.91,11874236.5,3825000,0.201654810421464,18.59,1
3282,F,IND,0,46,SANTIAGO,3,1,1642319,10271901.5,-0.0431941610702325,0,0,36,12,4788376.4,11431684,2380000,0.359660404073515,11.9,1
3283,F,IND,0,68,SANTIAGO,1,0,0,4202306.5,-0.0558191568047337,4,0,31,12,3701261.5,4596800,1827500,0.191623634672885,4.38,0
3284,F,IND,0,43,SANTIAGO,4,1,2434816.5,3065474,1.50431309479504,0,0,15,12,926527.46,1279012,2567000,0.0995154493080298,14.02,1
3285,M,DEP,0,50,CONCEPCION,1,0,0,2055835.5,-0.648454871256124,0,0,36,12,5755951.2,7985758.5,947750,0.180764558096847,4.28,0
3286,M,IND,0,49,VALDIVIA,3,0,0,5081801.5,-0.0542089135486884,0,0,23,12,3085339.69,6843256.5,2465000,0.171798557410461,10.94,0
3287,F,DEP,0,52,SANTIAGO,1,0,0,234455.5,-0.584712,1,1,27,11,1271705.57,2125000,821100,0.0237948561081825,10.98,0
3288,M,IND,1,58,CONCEPCION,1,0,0,1012146,-0.0797433021489204,3,0,20,4,88919.01,1333786,1700000,0.0496149975678923,3.65,0
3290,M,DEP,0,24,SANTIAGO,3,1,1913418,4598729.5,-0.112796540875395,0,0,36,12,4306321.51,6278814,1139000,0.336459552497838,11.78,1
3291,F,IND,0,61,SANTIAGO,3,1,472285.5,1907723,-0.729337761601895,1,1,36,12,4225963.11,7048353,5355000,0.0296875656755748,17.67,1
3292,F,DEP,0,36,SANTIAGO,2,1,801235.5,3584144,-0.358429040611987,1,0,36,12,6422380.1,7979060.5,1275000,0.234257762466813,7.91,0
3293,M,IND,0,39,SANTIAGO,1,1,44251,44251,-0.526067963146936,1,1,10,10,223265.25,624588.5,2210000,0.00166858968067158,10.88,0
3294,M,IND,0,39,SANTIAGO,1,0,0,606483.5,-0.184025509493773,1,0,36,12,2171562.41,3174818,1105000,0.045737817063513,3.63,0
3295,F,IND,0,30,SANTIAGO,3,1,3158540.5,3158540.5,-0.0137420983456074,1,0,23,12,2652261.2,4074305,1530000,0.172033786926264,10.95,0
3296,F,IND,0,24,SANTIAGO,1,0,0,523668,-0.351657714755742,1,1,28,12,1393114.81,2593766.5,1275000,0.0342266644296298,11.06,0
3297,F,IND,0,43,SANTIAGO,3,1,1598153,4571079,-0.0591086118994048,4,0,33,12,1484115.81,4858243,2677500,0.142268249540359,10.79,0
3298,M,DEP,0,37,VALPARAISO,2,1,824381,1088901,0.411161663909241,4,0,34,12,799309.4,863124,4505000,0.0201424524575943,6.87,0
3299,F,IND,0,28,SANTIAGO,1,0,0,1368364,-0.0176772200622649,2,0,26,11,1311475.62,1755564.5,2091000,0.0545338731653964,3.68,0
3300,F,IND,0,26,SANTIAGO,4,1,9935038,9935038,-0.101871368001842,2,1,36,12,4482261.9,12549910,2295000,0.360749369616944,22.74,1
3301,F,IND,0,57,SANTIAGO,2,0,0,14963561.5,0.653768780470123,0,0,36,12,6779865.2,9380090,1788400,0.697250838866639,10.34,0
3302,M,IND,1,34,SANTIAGO,1,1,6522211.5,6522211.5,-0.821872376706807,0,0,35,11,23832433.7,36826921.5,3570000,0.152245829779509,4.12,0
3303,M,DEP,0,32,SANTIAGO,2,1,1830500.5,2519000.5,-0.557000851447974,1,1,36,12,6582292.9,7457296.5,1813900,0.115726720706456,14.79,1
3304,M,DEP,0,31,SANTIAGO,1,0,0,324904,-0.631042298590047,0,0,21,12,1377464.61,2550085,2040000,0.0132722216800563,3.43,0
3305,M,DEP,0,42,SANTIAGO,1,0,0,620500,-0.453654155596303,0,0,32,12,494754.4,1135727.5,2040000,0.0253472211867965,3.5,0
3306,M,DEP,0,45,SANTIAGO,5,1,4045133,6002105,-0.222053906366195,0,0,26,12,5978768.5,7715322.5,1663450,0.300685558092841,18.26,1
3307,F,IND,0,45,SANTIAGO,1,0,0,1876298.5,-0.226928125128177,0,0,15,12,1765173.75,2486794,3400000,0.0459877072061836,3.62,0
3308,M,IND,0,37,SANTIAGO,2,0,0,2983738,-0.0284142536672092,0,0,32,12,3143507.91,3451841.5,1700000,0.146261659496978,7.48,0
3309,M,IND,0,52,SANTIAGO,1,1,127330,127330,-0.994837370270835,3,1,35,11,21062708.11,24663787,2762500,0.0038410255251576,10.85,0
3310,F,DEP,0,36,SANTIAGO,1,1,438940,438940,-0.886577072286186,1,1,36,12,2148963.2,5446919,1014900,0.0360413147402606,11.03,0
3311,M,DEP,0,22,SANTIAGO,3,0,0,5957658.5,-0.227049691670399,0,0,25,12,6424269.4,8406831.5,4250000,0.116816831042807,10.65,0
3312,F,IND,0,36,SANTIAGO,2,1,8969625,10555308.5,0.110594281043267,4,0,36,12,3768306.1,9504198.5,1530000,0.574907839057307,9.68,0
3313,M,DEP,0,34,SANTIAGO,2,1,807959,1580354,-0.155983177059907,1,1,33,12,2685743.81,4422057,1213800,0.108499058844191,14.78,1
3314,F,DEP,0,42,SANTIAGO,2,1,388212,2766962.5,-0.82642678303169,0,0,27,12,14819688.8,17823225,1253750,0.183912417154376,7.62,0
3315,F,IND,0,26,SANTIAGO,2,0,0,11965348,-0.0578667165129739,0,0,36,12,9010408,14733288,3315000,0.300788026626746,8.27,0
3316,M,DEP,0,45,SANTIAGO,2,0,0,4922282,0.0378574601225391,0,0,26,12,3172558.1,5205196,2040000,0.20107360289732,7.77,0
3317,F,DEP,0,25,SANTIAGO,2,1,540132.5,959956,-0.342484432323914,0,0,36,12,1517703.9,1913741,722500,0.110721555856799,7.28,0
3318,M,DEP,0,39,SANTIAGO,3,1,4322097,4322097,-0.160004391998812,0,0,30,12,4796382.21,7896177,1785000,0.20177856200847,11.09,0
3319,M,IND,1,59,SANTIAGO,1,0,0,16961707.5,0.047791,4,0,31,10,11728887.35,17000000,4080000,0.346440097090684,5.18,0
3320,F,IND,0,56,SANTIAGO,2,0,0,2854393.5,-0.252309247850072,0,0,36,12,2679318.4,4774985.5,3825000,0.0621872208673808,7.04,0
3321,F,IND,0,46,SANTIAGO,1,1,295247.5,295247.5,-0.826325,2,0,34,10,1053013.4,1700000,1275000,0.0192972209609659,3.44,0
3322,F,DEP,0,33,SANTIAGO,4,1,2201721,3608811,0.753071792171318,4,0,29,12,1127710.64,2130678,1586950,0.189504542807243,14.43,1
3323,F,IND,0,39,SANTIAGO,1,0,0,1062032.5,-0.662073316111267,3,0,34,10,1377028.3,3543709.5,2635000,0.0335873645291789,3.53,0
3324,F,IND,0,31,SANTIAGO,2,1,2155651,2155651,0.296037367511933,0,0,12,12,1246265.24,1663263,2550000,0.0704461088089507,7.12,0
3325,F,IND,0,28,SANTIAGO,1,0,0,7322690.5,-0.166755179816486,4,0,27,12,5568306.82,9459046.5,1904000,0.320495893710789,5.03,0
3326,F,DEP,0,54,SANTIAGO,3,1,1758301.5,7923904,-0.404535472990755,0,0,36,12,13200522.61,16148878,1360000,0.485533303582518,12.52,1
3327,F,IND,0,63,SANTIAGO,2,0,0,3971710,-0.260493022596869,0,0,31,12,3088639.3,5999725,1436500,0.230404325884422,7.9,0
3328,M,DEP,0,33,CONCEPCION,3,1,1829795,4166283.5,-0.283433256289591,0,0,36,12,3460084.2,5814229.5,1530000,0.226921746899687,11.21,0
3329,M,IND,1,59,SANTIAGO,2,1,708475,5097688,-0.403586426154097,1,1,35,12,7232400.61,10074123.5,1768000,0.240275629700432,15.44,1
3330,F,DEP,0,34,SANTIAGO,3,1,944554,6448831,-0.455052048966863,0,0,36,12,10158347.7,12843338.5,1530000,0.351243499387609,11.83,1
3331,M,DEP,0,52,SANTIAGO,1,1,790151.5,790151.5,-0.738616939497478,1,1,36,12,2398815.6,4500316.5,2006850,0.0328106014894569,11.02,0
3332,M,IND,0,33,SANTIAGO,2,1,1134886,1605650,-0.198662150654475,3,1,36,12,1531821.21,2205928.5,1360000,0.0983854106381489,14.73,1
3333,M,DEP,0,41,SANTIAGO,0,0,0,0,-1,0,0,12,8,1432055.86,2550000,1275000,0,0,0
3334,F,IND,1,57,SANTIAGO,1,0,0,792336,-0.639187087081759,0,0,11,11,3141543.64,4311310.5,1462000,0.0451627881234161,3.59,0
3335,M,IND,0,45,SANTIAGO,1,1,421464,421464,-0.876207698162038,2,1,36,12,2515345.5,4098861.5,1700000,0.020659998987255,10.95,0
3336,F,IND,0,61,CONCEPCION,1,1,643195,643195,-0.565312762169794,1,1,35,12,1223529.1,2077017.5,2108000,0.0254267463066593,10.99,0
3337,F,IND,0,69,SANTIAGO,3,1,892950.5,17052147.5,-0.121640218605361,1,0,36,12,17521837.1,21049621,2295000,0.619177446652961,13.22,1
3338,M,IND,0,50,SANTIAGO,2,1,652290,1071374,-0.571731957605203,2,1,36,12,1822347.3,2573570.5,2040000,0.0437652759899806,14.42,1
3339,M,DEP,0,48,SANTIAGO,1,0,0,460096.5,-0.814033402145735,2,0,27,11,2008939.72,3928071,2040000,0.0187947908989056,3.44,0
3340,M,IND,1,54,SANTIAGO,2,1,1387973.5,1387973.5,-0.0707054036365706,4,0,18,9,1127077.31,1493577.5,1215500,0.0951579188840039,7.22,0
3341,M,DEP,0,35,SANTIAGO,2,1,786539,1990385.5,1.34592303916167,0,0,11,11,783429.02,848444.5,3400000,0.0487839571376481,7.09,0
3342,M,IND,0,34,SANTIAGO,4,1,1512940.5,2158507,-0.282880892255892,0,0,15,12,3000686.32,5170176,2745500,0.0655165098793022,13.72,1
3343,F,DEP,0,38,SANTIAGO,2,0,0,6429765.5,-0.170138,4,0,14,12,7466558.95,8500000,1136450,0.471480269590958,9.13,0
3344,F,DEP,0,40,SANTIAGO,1,0,0,1875899,-0.153798429192344,3,0,35,11,1100856.84,2452369,2550000,0.0613038868854939,3.71,0
3345,F,IND,0,41,SANTIAGO,3,1,414426,2768934.5,-0.0873832746409211,0,0,34,12,2560386.41,3437128,1768000,0.130511612438178,10.73,0
3346,F,IND,0,57,SANTIAGO,3,1,8985477.5,14187800.5,-0.0201421598180683,0,0,36,12,14097622.81,17383885.5,3531750,0.33476794236172,11.78,1
3347,M,IND,1,29,SANTIAGO,0,0,0,0,0.702276397483809,4,1,33,11,4489590.6,7489970.5,1402500,0,7.62,0
3348,M,IND,1,63,SANTIAGO,4,1,1913375.5,3853602.5,0.0149841494429917,0,0,24,12,2682955.3,3796712,2720000,0.118063798466183,14.01,1
3349,F,IND,0,34,SANTIAGO,1,0,0,468375.5,-0.382933833207035,0,0,31,12,1457727.31,2131205,1700000,0.0229595822078636,3.5,0
3350,F,DEP,0,29,VALPARAISO,1,1,5423663,5423663,-0.246761596079701,1,0,36,12,3359909.41,9241744,1275000,0.354487754608644,5.2,0
3351,F,IND,0,38,SANTIAGO,2,1,3039311,3039311,-0.31965776708063,1,0,34,12,4123654.81,5481004,1700000,0.148985826030107,7.48,0
3352,M,IND,0,34,SANTIAGO,3,1,12266579.5,12266579.5,-0.50871,0,0,35,12,17124571.41,25500000,4428500,0.230826451190651,11.21,0
3353,F,DEP,0,24,SANTIAGO,1,1,1450074.5,1450074.5,0.213094645307813,3,0,22,12,1086231.4,1399763,998750,0.120990770046661,4.04,0
3354,M,IND,0,25,SANTIAGO,2,1,517616,4191061,-0.47538,1,1,27,12,4644360.3,8500000,3230000,0.108128505982237,14.76,1
3355,M,DEP,0,49,SANTIAGO,2,1,664997.5,1255951.5,-0.429547608014552,1,1,31,12,2757685.01,3686968.5,1912500,0.0547255531709999,14.49,1
3356,M,IND,0,36,SANTIAGO,3,1,658954,6073955.5,-0.127273026460134,0,0,36,12,5708598.3,7748260,1700000,0.297742902071426,11.58,1
3357,M,IND,0,23,VALDIVIA,1,0,0,4150278,-0.036543105539048,0,0,34,12,3638434.01,5712705.5,1734000,0.199455872767403,4.42,0
3358,M,DEP,0,44,SANTIAGO,3,1,10392482.5,17467593.5,-0.0222785410836804,0,0,36,12,14699563.91,19415836,2380000,0.611610395251737,13.19,1
3359,F,IND,0,52,SANTIAGO,2,1,1663917.5,13231380.5,-0.0437580641470443,1,0,36,12,5320987.5,14486575.5,2575500,0.428116872836444,8.92,0
3360,F,DEP,0,32,SANTIAGO,1,0,0,509184,-0.864616543515497,1,1,36,12,5742049.71,10877688,1275000,0.0332799978248368,11.01,0
3361,F,IND,0,51,SANTIAGO,2,1,923635.5,4861345.5,-0.00683313879288027,0,0,31,12,4712459.5,7486018,2295000,0.176519438034879,7.64,0
3362,F,IND,0,35,SANTIAGO,3,1,14924436,24214970,-0.176386126034365,0,0,36,12,17206593.6,31978802,2805000,0.719398968526472,13.73,1
3363,F,IND,0,24,CONCEPCION,1,0,0,2073549.5,-0.492222656841912,0,0,36,12,2935851.8,4824141,765000,0.225876827246533,4.52,0
3364,F,IND,0,27,SANTIAGO,1,0,0,721752,-0.391833029497026,0,0,16,12,1260275.96,2275348,3570000,0.0168476186543506,3.46,0
3365,F,IND,0,39,SANTIAGO,2,1,9873328,9873328,-0.0990394933130938,2,1,36,12,6075997.2,11367177.5,2040000,0.403322205746642,16.29,1
3366,F,IND,0,58,SANTIAGO,1,0,0,1901229,4.08450764921353,4,0,25,11,292124.77,394485,1657500,0.0955871746813889,4.19,0
3367,M,DEP,0,25,SANTIAGO,1,0,0,79849,-0.867335480264557,0,0,36,12,895104.4,1718266.5,855100,0.00778164271414233,3.38,0
3368,F,DEP,0,29,SANTIAGO,2,1,907910.5,907910.5,-0.757604733766089,0,0,32,12,2647530.19,4204601.5,1700000,0.0445054144850287,6.91,0
3369,F,IND,0,31,SANTIAGO,0,0,0,0,0,1,0,35,11,54291622.11,63750000,18700000,0,0.07,0
3370,M,DEP,0,41,SANTIAGO,4,1,1581926.5,4962801.5,0.260150973634685,0,0,36,12,3971554.7,5324969.5,1206150,0.342881700529115,15.17,1
3371,M,DEP,0,54,SANTIAGO,1,0,0,307232.5,-0.30169,4,0,18,6,809659,850000,1347250,0.0190036791610268,3.48,0
3372,F,IND,0,26,SANTIAGO,4,1,3444421,10373910,-0.0668314035020091,1,0,36,12,10338165.2,12789287,1428000,0.605386869433539,16.49,1
3373,M,IND,0,65,SANTIAGO,2,0,0,5906080.5,0.158962854235818,1,1,36,12,3396961.5,5096005,3400000,0.144756871452037,14.99,1
3374,F,IND,0,44,SANTIAGO,3,0,0,14563806.5,0.0984889429139828,0,0,36,12,9940185.6,13258036.5,3825000,0.317294252346531,11.7,1
3375,M,IND,0,37,CONCEPCION,3,0,0,5344528,-0.250147513317461,3,0,36,12,3773682.1,8239934,2125000,0.209589325114144,11.12,0
3376,F,IND,0,26,VALDIVIA,2,0,0,2882579.5,-0.460177963133934,1,1,34,12,2791037.9,5339870,2040000,0.117752425745407,14.81,1
3377,F,IND,0,37,SANTIAGO,1,0,0,2938254.5,-0.128042720425388,1,1,33,12,2142667.5,3369723,2040000,0.120026731208058,11.51,1
3378,F,IND,0,31,SANTIAGO,1,0,0,2710378,-0.276552248740135,0,0,36,12,2859303.61,4290936,3825000,0.0590496283431454,3.69,0
3379,F,IND,0,56,SANTIAGO,1,0,0,2569864.5,-0.112652147913813,0,0,28,12,1910931.41,3525188,1657500,0.129203839657927,4.06,0
3380,F,DEP,0,28,CONCEPCION,1,0,0,1375521,-0.205524444444444,0,0,24,12,1430976.78,3825000,850000,0.134854986778923,4.08,0
3381,M,IND,0,28,VALDIVIA,1,0,0,5159381,-0.384496234048104,1,1,25,12,6667674.8,11858622,2235500,0.192327622741832,11.86,1
3382,M,IND,0,68,SANTIAGO,3,1,9176557.5,10332838,0.0895582706088663,1,0,36,12,8307590,12956201.5,4760000,0.180897020642559,11,0
3383,F,IND,0,51,CONCEPCION,1,0,0,4290800,0.00178606866441754,4,0,36,12,2431826.2,4283150,1105000,0.323589719186296,5.06,0
3384,M,DEP,0,53,SANTIAGO,1,1,1248548,1248548,-0.414755857877643,0,0,11,11,1810880.38,2439194,2550000,0.0408022208888163,3.58,0
3385,F,IND,0,30,SANTIAGO,1,0,0,235084.5,-0.686495208797847,0,0,18,12,1543116.44,2138659.5,1275000,0.0153649989957517,3.43,0
3386,M,IND,0,48,SANTIAGO,3,1,1786827.5,3605504.5,-0.159789698605488,1,0,33,12,3499022.11,6046560,4250000,0.0706961652804673,10.42,0
3387,F,IND,0,25,SANTIAGO,2,0,0,6110633,-0.137494830487339,0,0,36,12,4805793.41,8077405.5,2720000,0.18721301509764,7.68,0
3388,M,DEP,0,40,SANTIAGO,2,1,296480,3831706.5,1.10309789917915,4,0,36,12,887691.8,1832855,1184900,0.269481688364581,8.19,0
3389,F,IND,0,31,SANTIAGO,1,1,228845.5,228845.5,-0.666155551716194,0,0,16,12,613312.91,1180752,1487500,0.0128204754722423,3.42,0
3390,F,IND,1,31,SANTIAGO,1,0,0,65418414,-0.445991339093403,1,0,36,12,58803460.1,127076419.5,6162500,0.884630332865039,7.88,0
3391,F,DEP,1,33,SANTIAGO,2,1,2024232.5,2024232.5,-0.00248932725440925,0,0,16,12,1444113.62,2168256.5,1275000,0.132302769130538,7.41,0
3392,M,IND,0,42,SANTIAGO,2,0,0,5907015.5,-0.533951333333333,0,0,19,12,5354306.4,12750000,3145000,0.156518689546405,7.5,0
3393,M,IND,0,35,CONCEPCION,1,0,0,1377884,-0.369022605593818,0,0,36,12,1653445.5,2649764.5,1776500,0.064634765708098,3.71,0
3394,F,IND,0,24,SANTIAGO,2,0,0,1404387,-0.479932545891965,0,0,29,12,3494278.6,5942707,1700000,0.0688424966253678,7.06,0
3395,M,IND,0,48,SANTIAGO,3,1,7428235,7867132.5,-0.0833965152763446,1,1,36,12,7670326.3,9316348.5,2550000,0.257095824931509,18.88,1
3396,M,IND,0,37,SANTIAGO,2,1,9168584.5,20277472.5,-0.0591470792309148,0,0,36,12,15198785.91,22234597.5,3553000,0.475595084539003,9.16,0
3397,F,IND,0,33,CONCEPCION,2,0,0,1920736.5,-0.444554459422549,0,0,15,12,2285198.06,4232252,1445000,0.11076911125899,7.27,0
3398,M,DEP,0,50,CONCEPCION,1,0,0,3989475,-0.136323511208688,4,0,8,7,5045189.88,5218898,1649000,0.201610814553729,4.42,0
3399,M,IND,0,23,SANTIAGO,1,1,1334568,1334568,-0.0999931213170385,0,0,24,11,1002955.2,1482842,1827500,0.0608558111784856,3.71,0
3400,M,IND,1,42,SANTIAGO,1,1,869099.5,869099.5,-0.00767894860361417,0,0,11,11,838127.62,905462.5,3043000,0.0238005114525,3.53,0
3401,F,IND,0,26,SANTIAGO,1,0,0,1197497,-0.0533066555574462,0,0,23,12,2529186.31,2897293,1105000,0.0903089675483433,3.86,0
3402,M,DEP,0,29,SANTIAGO,0,0,0,0,-1,2,0,26,3,94669.68,611830,935000,0,0,0
3403,M,IND,0,54,SANTIAGO,1,0,0,1634031.5,-0.0810061398296692,0,0,6,6,1888082.3,1931242.5,5950000,0.0228855949175687,3.52,0
3404,M,IND,1,54,SANTIAGO,1,0,0,19597897.5,-0.210467327253354,0,0,36,12,21759071.2,25990331,2371500,0.688660370066049,6.9,0
3405,F,IND,0,48,CONCEPCION,1,0,0,3584186.5,-0.144556666666667,0,0,10,10,3993729.84,5100000,2210000,0.135150315416655,4.08,0
3406,M,IND,0,63,SANTIAGO,2,1,1359150,14109150,2.340639643256,1,0,36,12,1558146.9,4277353,2465000,0.476982742495512,9.34,0
3407,M,IND,0,29,VALDIVIA,2,0,0,5239306.5,-0.409662193496161,1,0,36,12,6395255.5,9366175.5,2550000,0.171219161071269,7.58,0
3408,M,DEP,1,31,SANTIAGO,1,1,3860972,3860972,0.22085375549763,4,0,35,12,1455173.31,3378274,1326000,0.242645283896098,4.66,0
3409,F,IND,0,45,SANTIAGO,6,1,3160521,9846850.5,0.353587425711935,0,0,36,12,6084054.6,8047978.5,2550000,0.321792489483906,21.74,1
3410,M,IND,0,30,CONCEPCION,2,0,0,7115647.5,-0.217997431955262,0,0,17,12,9094179.07,10062130,2550000,0.232537492400736,7.91,0
3411,F,DEP,0,43,SANTIAGO,2,1,920524.5,920524.5,0.159496001627183,4,0,35,12,336321.71,794010.5,1530000,0.0501374972691995,7.01,0
3412,M,IND,0,57,SANTIAGO,1,0,0,1650215.5,-0.202804614299294,0,0,6,6,2395756.11,2566413.5,2890000,0.0475840672553614,3.63,0
3413,M,DEP,0,37,SANTIAGO,1,0,0,1747430,1,0,0,1,1,0,0,1882750,0.077343864146246,3.87,0
3414,M,IND,1,25,SANTIAGO,3,1,1018155.5,4667035.5,-0.0903483615723736,1,0,36,12,3015341.51,5130574.5,1632000,0.238308581581465,11.28,1
3415,M,DEP,0,33,SANTIAGO,1,0,0,1186073,-0.602924783117388,0,0,14,11,3048276.12,4308148.5,2550000,0.0387605542888708,3.56,0
3416,F,IND,0,37,SANTIAGO,0,0,0,0,-0.451099380118485,0,0,15,10,1025041.26,1238220.5,2210000,0,0.04,0
3417,F,IND,0,26,SANTIAGO,3,1,18215126,18215126,-0.155201588273484,1,0,36,12,7998727.2,23016691,2125000,0.714318638654171,13.7,1
3418,M,IND,1,34,SANTIAGO,2,0,0,20727258.5,0.0625816,0,0,18,12,6944552.7,21250000,2125000,0.812833634790838,10.89,0
3419,M,DEP,0,30,SANTIAGO,3,1,85000,6203538,-0.194547234383501,0,0,32,12,6369318.6,7701926.5,1428000,0.3620178360167,11.9,1
3420,F,IND,0,33,SANTIAGO,0,0,0,0,0,0,0,4,4,0,0,1623500,0,0.07,0
3421,M,IND,0,33,SANTIAGO,2,1,156672,2664299.5,-0.166646270654217,0,0,18,12,2286404.8,6529054,4080000,0.0544178808329681,7,0
